sku,meta:_sku,post_title,post_status,post_type,Type: product_type,tax:product_type,tax:product_cat,tax:product_tag,regular_price,sale_price,meta:_price,manage_stock,stock_status,images,attribute:pa_style,attribute_default:pa_style,attribute_data:pa_style,attribute:pa_sex,attribute_default:pa_sex,attribute_data:pa_sex,attribute:pa_color,attribute_default:pa_color,attribute_data:pa_color,attribute:pa_size,attribute_default:pa_size,attribute_data:pa_size,attribute:pa_material,attribute_data:pa_material,attribute:pa_print,attribute_data:pa_print,attribute:pa_wash,attribute_data:pa_wash,attribute:pa_default_style,attribute_data:pa_default_style,meta:_wc_average_rating,meta:_wc_rating_count,meta:_wc_review_count,meta:_stock_status,post_content,post_excerpt
ART-0001-TS,ART-0001-TS,سگ گرم جذاب,publish,product,product,variable,حیوانات جذاب>سگ,#سگ|#عینک,120000,,120000,no,instock,ART-0001-TS-color1.jpg|ART-0001-TS-color1-men.jpg|ART-0001-TS-color1-women.jpg|ART-0001-TS-color2.jpg|ART-0001-TS-color2-men.jpg|ART-0001-TS-color2-women.jpg|ART-0001-TS-color4.jpg|ART-0001-TS-color4-men.jpg|ART-0001-TS-color4-women.jpg|ART-0001-TS-color5.jpg|ART-0001-TS-color5-men.jpg|ART-0001-TS-color5-women.jpg|ART-0001-TS-color7.jpg|ART-0001-TS-color7-men.jpg|ART-0001-TS-color7-women.jpg|ART-0001-HD-color8.jpg|ART-0001-HD-color8-men.jpg|ART-0001-HD-color8-women.jpg|ART-0001-HD-color2.jpg|ART-0001-HD-color2-men.jpg|ART-0001-HD-color2-women.jpg|ART-0001-HD-color5.jpg|ART-0001-HD-color5-men.jpg|ART-0001-HD-color5-women.jpg|ART-0001-HD-color9.jpg|ART-0001-HD-color9-men.jpg|ART-0001-HD-color9-women.jpg|ART-0001-HD-color10.jpg|ART-0001-HD-color10-men.jpg|ART-0001-HD-color10-women.jpg,تیشرت|هودی,تیشرت,1|1|1,خانم‌ها|آقایان,آقایان,2|1|1,سفید|مشکی|آبی|زرشکی|سبز خاکی|ملانژ|نارنجی|سرمه‌ای,سفید,3|1|1,M|L|XL|2XL|3XL|M|L|XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,تیشرت,8|1|0,4.5,2,2,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس  ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0148-TS,ART-0148-TS,پیکسیس (Pixies),publish,product,product,variable,موزیک باز>ژانرهای موسیقی>آلترناتیو,#آلترناتیو|#پیکسیس|#Pixies,120000,,120000,no,instock,ART-0148-TS-color1.jpg|ART-0148-TS-color1-men.jpg|ART-0148-TS-color1-women.jpg|ART-0148-TS-color2.jpg|ART-0148-TS-color2-men.jpg|ART-0148-TS-color2-women.jpg|ART-0148-TS-color3.jpg|ART-0148-TS-color3-men.jpg|ART-0148-TS-color3-women.jpg|ART-0148-TS-color4.jpg|ART-0148-TS-color4-men.jpg|ART-0148-TS-color4-women.jpg|ART-0148-TS-color5.jpg|ART-0148-TS-color5-men.jpg|ART-0148-TS-color5-women.jpg|ART-0148-TS-color6.jpg|ART-0148-TS-color6-men.jpg|ART-0148-TS-color6-women.jpg|ART-0148-TS-color7.jpg|ART-0148-TS-color7-men.jpg|ART-0148-TS-color7-women.jpg|ART-0148-HD-color8.jpg|ART-0148-HD-color8-men.jpg|ART-0148-HD-color8-women.jpg|ART-0148-HD-color2.jpg|ART-0148-HD-color2-men.jpg|ART-0148-HD-color2-women.jpg|ART-0148-HD-color5.jpg|ART-0148-HD-color5-men.jpg|ART-0148-HD-color5-women.jpg|ART-0148-HD-color9.jpg|ART-0148-HD-color9-men.jpg|ART-0148-HD-color9-women.jpg|ART-0148-HD-color10.jpg|ART-0148-HD-color10-men.jpg|ART-0148-HD-color10-women.jpg,تیشرت|هودی,تیشرت,1|1|1,خانم‌ها|آقایان,آقایان,2|1|1,سفید|مشکی|خاکستری|آبی|زرشکی|زرد|سبز خاکی|ملانژ|نارنجی|سرمه‌ای,مشکی,3|1|1,M|L|XL|2XL|3XL|M|L|XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,تیشرت,8|1|0,4.2,5,5,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس  ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0149-TS,ART-0149-TS,رادیوهد (Radiohead),publish,product,product,variable,موزیک باز>ژانرهای موسیقی>آلترناتیو,#آلترناتیو|#رادیوهد|#Radiohead,120000,,120000,no,instock,ART-0149-TS-color1.jpg|ART-0149-TS-color1-men.jpg|ART-0149-TS-color1-women.jpg|ART-0149-TS-color2.jpg|ART-0149-TS-color2-men.jpg|ART-0149-TS-color2-women.jpg|ART-0149-TS-color3.jpg|ART-0149-TS-color3-men.jpg|ART-0149-TS-color3-women.jpg|ART-0149-TS-color4.jpg|ART-0149-TS-color4-men.jpg|ART-0149-TS-color4-women.jpg|ART-0149-TS-color5.jpg|ART-0149-TS-color5-men.jpg|ART-0149-TS-color5-women.jpg|ART-0149-TS-color6.jpg|ART-0149-TS-color6-men.jpg|ART-0149-TS-color6-women.jpg|ART-0149-TS-color7.jpg|ART-0149-TS-color7-men.jpg|ART-0149-TS-color7-women.jpg|ART-0149-HD-color8.jpg|ART-0149-HD-color8-men.jpg|ART-0149-HD-color8-women.jpg|ART-0149-HD-color2.jpg|ART-0149-HD-color2-men.jpg|ART-0149-HD-color2-women.jpg|ART-0149-HD-color5.jpg|ART-0149-HD-color5-men.jpg|ART-0149-HD-color5-women.jpg|ART-0149-HD-color9.jpg|ART-0149-HD-color9-men.jpg|ART-0149-HD-color9-women.jpg|ART-0149-HD-color10.jpg|ART-0149-HD-color10-men.jpg|ART-0149-HD-color10-women.jpg,تیشرت|هودی,تیشرت,1|1|1,خانم‌ها|آقایان,آقایان,2|1|1,سفید|مشکی|خاکستری|آبی|زرشکی|زرد|سبز خاکی|ملانژ|نارنجی|سرمه‌ای,خاکستری,3|1|1,M|L|XL|2XL|3XL|M|L|XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,تیشرت,8|1|0,4.3,7,7,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس  ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0150-TS,ART-0150-TS,رمونس ۱ (Ramones),publish,product,product,variable,موزیک باز>ژانرهای موسیقی>آلترناتیو,#آلترناتیو|#رمونس|#Ramones,120000,,120000,no,instock,ART-0150-TS-color1.jpg|ART-0150-TS-color1-men.jpg|ART-0150-TS-color1-women.jpg|ART-0150-TS-color2.jpg|ART-0150-TS-color2-men.jpg|ART-0150-TS-color2-women.jpg|ART-0150-TS-color3.jpg|ART-0150-TS-color3-men.jpg|ART-0150-TS-color3-women.jpg|ART-0150-TS-color4.jpg|ART-0150-TS-color4-men.jpg|ART-0150-TS-color4-women.jpg|ART-0150-TS-color5.jpg|ART-0150-TS-color5-men.jpg|ART-0150-TS-color5-women.jpg|ART-0150-TS-color6.jpg|ART-0150-TS-color6-men.jpg|ART-0150-TS-color6-women.jpg|ART-0150-TS-color7.jpg|ART-0150-TS-color7-men.jpg|ART-0150-TS-color7-women.jpg|ART-0150-HD-color8.jpg|ART-0150-HD-color8-men.jpg|ART-0150-HD-color8-women.jpg|ART-0150-HD-color2.jpg|ART-0150-HD-color2-men.jpg|ART-0150-HD-color2-women.jpg|ART-0150-HD-color5.jpg|ART-0150-HD-color5-men.jpg|ART-0150-HD-color5-women.jpg|ART-0150-HD-color9.jpg|ART-0150-HD-color9-men.jpg|ART-0150-HD-color9-women.jpg|ART-0150-HD-color10.jpg|ART-0150-HD-color10-men.jpg|ART-0150-HD-color10-women.jpg,تیشرت|هودی,تیشرت,1|1|1,خانم‌ها|آقایان,آقایان,2|1|1,سفید|مشکی|خاکستری|آبی|زرشکی|زرد|سبز خاکی|ملانژ|نارنجی|سرمه‌ای,سفید,3|1|1,M|L|XL|2XL|3XL|M|L|XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,تیشرت,8|1|0,4.4,7,7,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس  ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0151-TS,ART-0151-TS,رمونس ۲ (Ramones),publish,product,product,variable,موزیک باز>ژانرهای موسیقی>آلترناتیو,#آلترناتیو|#رمونس|#Ramones,120000,,120000,no,instock,ART-0151-TS-color1.jpg|ART-0151-TS-color1-men.jpg|ART-0151-TS-color1-women.jpg|ART-0151-TS-color2.jpg|ART-0151-TS-color2-men.jpg|ART-0151-TS-color2-women.jpg|ART-0151-TS-color3.jpg|ART-0151-TS-color3-men.jpg|ART-0151-TS-color3-women.jpg|ART-0151-TS-color4.jpg|ART-0151-TS-color4-men.jpg|ART-0151-TS-color4-women.jpg|ART-0151-TS-color5.jpg|ART-0151-TS-color5-men.jpg|ART-0151-TS-color5-women.jpg|ART-0151-TS-color6.jpg|ART-0151-TS-color6-men.jpg|ART-0151-TS-color6-women.jpg|ART-0151-TS-color7.jpg|ART-0151-TS-color7-men.jpg|ART-0151-TS-color7-women.jpg|ART-0151-HD-color8.jpg|ART-0151-HD-color8-men.jpg|ART-0151-HD-color8-women.jpg|ART-0151-HD-color2.jpg|ART-0151-HD-color2-men.jpg|ART-0151-HD-color2-women.jpg|ART-0151-HD-color5.jpg|ART-0151-HD-color5-men.jpg|ART-0151-HD-color5-women.jpg|ART-0151-HD-color9.jpg|ART-0151-HD-color9-men.jpg|ART-0151-HD-color9-women.jpg|ART-0151-HD-color10.jpg|ART-0151-HD-color10-men.jpg|ART-0151-HD-color10-women.jpg,تیشرت|هودی,تیشرت,1|1|1,خانم‌ها|آقایان,خانم‌ها,2|1|1,سفید|مشکی|خاکستری|آبی|زرشکی|زرد|سبز خاکی|ملانژ|نارنجی|سرمه‌ای,سفید,3|1|1,M|L|XL|2XL|3XL|M|L|XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,تیشرت,8|1|0,4.0,4,4,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس  ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0152-TS,ART-0152-TS,رمونس ۳ (Ramones),publish,product,product,variable,موزیک باز>ژانرهای موسیقی>آلترناتیو,#آلترناتیو|#رمونس|#Ramones,120000,,120000,no,instock,ART-0152-TS-color1.jpg|ART-0152-TS-color1-men.jpg|ART-0152-TS-color1-women.jpg|ART-0152-TS-color2.jpg|ART-0152-TS-color2-men.jpg|ART-0152-TS-color2-women.jpg|ART-0152-TS-color3.jpg|ART-0152-TS-color3-men.jpg|ART-0152-TS-color3-women.jpg|ART-0152-TS-color4.jpg|ART-0152-TS-color4-men.jpg|ART-0152-TS-color4-women.jpg|ART-0152-TS-color5.jpg|ART-0152-TS-color5-men.jpg|ART-0152-TS-color5-women.jpg|ART-0152-TS-color6.jpg|ART-0152-TS-color6-men.jpg|ART-0152-TS-color6-women.jpg|ART-0152-TS-color7.jpg|ART-0152-TS-color7-men.jpg|ART-0152-TS-color7-women.jpg|ART-0152-HD-color8.jpg|ART-0152-HD-color8-men.jpg|ART-0152-HD-color8-women.jpg|ART-0152-HD-color2.jpg|ART-0152-HD-color2-men.jpg|ART-0152-HD-color2-women.jpg|ART-0152-HD-color5.jpg|ART-0152-HD-color5-men.jpg|ART-0152-HD-color5-women.jpg|ART-0152-HD-color9.jpg|ART-0152-HD-color9-men.jpg|ART-0152-HD-color9-women.jpg|ART-0152-HD-color10.jpg|ART-0152-HD-color10-men.jpg|ART-0152-HD-color10-women.jpg,تیشرت|هودی,تیشرت,1|1|1,خانم‌ها|آقایان,آقایان,2|1|1,سفید|مشکی|خاکستری|آبی|زرشکی|زرد|سبز خاکی|ملانژ|نارنجی|سرمه‌ای,مشکی,3|1|1,M|L|XL|2XL|3XL|M|L|XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,تیشرت,8|1|0,4.8,6,6,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس  ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0153-TS,ART-0153-TS,رمونس ۴ (Ramones),publish,product,product,variable,موزیک باز>ژانرهای موسیقی>آلترناتیو,#آلترناتیو|#رمونس|#Ramones,120000,,120000,no,instock,ART-0153-TS-color1.jpg|ART-0153-TS-color1-men.jpg|ART-0153-TS-color1-women.jpg|ART-0153-TS-color2.jpg|ART-0153-TS-color2-men.jpg|ART-0153-TS-color2-women.jpg|ART-0153-TS-color3.jpg|ART-0153-TS-color3-men.jpg|ART-0153-TS-color3-women.jpg|ART-0153-TS-color4.jpg|ART-0153-TS-color4-men.jpg|ART-0153-TS-color4-women.jpg|ART-0153-TS-color5.jpg|ART-0153-TS-color5-men.jpg|ART-0153-TS-color5-women.jpg|ART-0153-TS-color6.jpg|ART-0153-TS-color6-men.jpg|ART-0153-TS-color6-women.jpg|ART-0153-TS-color7.jpg|ART-0153-TS-color7-men.jpg|ART-0153-TS-color7-women.jpg|ART-0153-HD-color8.jpg|ART-0153-HD-color8-men.jpg|ART-0153-HD-color8-women.jpg|ART-0153-HD-color2.jpg|ART-0153-HD-color2-men.jpg|ART-0153-HD-color2-women.jpg|ART-0153-HD-color5.jpg|ART-0153-HD-color5-men.jpg|ART-0153-HD-color5-women.jpg|ART-0153-HD-color9.jpg|ART-0153-HD-color9-men.jpg|ART-0153-HD-color9-women.jpg|ART-0153-HD-color10.jpg|ART-0153-HD-color10-men.jpg|ART-0153-HD-color10-women.jpg,تیشرت|هودی,تیشرت,1|1|1,خانم‌ها|آقایان,خانم‌ها,2|1|1,سفید|مشکی|خاکستری|آبی|زرشکی|زرد|سبز خاکی|ملانژ|نارنجی|سرمه‌ای,سفید,3|1|1,M|L|XL|2XL|3XL|M|L|XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,تیشرت,8|1|0,4.0,8,8,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس  ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0154-TS,ART-0154-TS,اسمیث (The Smiths),publish,product,product,variable,موزیک باز>ژانرهای موسیقی>آلترناتیو,#آلترناتیو|#اسمیث|#The_Smiths,120000,,120000,no,instock,ART-0154-TS-color1.jpg|ART-0154-TS-color1-men.jpg|ART-0154-TS-color1-women.jpg|ART-0154-TS-color2.jpg|ART-0154-TS-color2-men.jpg|ART-0154-TS-color2-women.jpg|ART-0154-TS-color3.jpg|ART-0154-TS-color3-men.jpg|ART-0154-TS-color3-women.jpg|ART-0154-TS-color4.jpg|ART-0154-TS-color4-men.jpg|ART-0154-TS-color4-women.jpg|ART-0154-TS-color5.jpg|ART-0154-TS-color5-men.jpg|ART-0154-TS-color5-women.jpg|ART-0154-TS-color6.jpg|ART-0154-TS-color6-men.jpg|ART-0154-TS-color6-women.jpg|ART-0154-TS-color7.jpg|ART-0154-TS-color7-men.jpg|ART-0154-TS-color7-women.jpg|ART-0154-HD-color8.jpg|ART-0154-HD-color8-men.jpg|ART-0154-HD-color8-women.jpg|ART-0154-HD-color2.jpg|ART-0154-HD-color2-men.jpg|ART-0154-HD-color2-women.jpg|ART-0154-HD-color5.jpg|ART-0154-HD-color5-men.jpg|ART-0154-HD-color5-women.jpg|ART-0154-HD-color9.jpg|ART-0154-HD-color9-men.jpg|ART-0154-HD-color9-women.jpg|ART-0154-HD-color10.jpg|ART-0154-HD-color10-men.jpg|ART-0154-HD-color10-women.jpg,تیشرت|هودی,تیشرت,1|1|1,خانم‌ها|آقایان,خانم‌ها,2|1|1,سفید|مشکی|خاکستری|آبی|زرشکی|زرد|سبز خاکی|ملانژ|نارنجی|سرمه‌ای,زرشکی,3|1|1,M|L|XL|2XL|3XL|M|L|XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,تیشرت,8|1|0,4.3,3,3,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس  ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0155-TS,ART-0155-TS,امی واین‌هوس ۱ (Amy Winehouse),publish,product,product,variable,موزیک باز>ژانرهای موسیقی>بلوز و کانتری,#بلوز_کانتری|#امی_واین‌هوس|#Amy_Winehouse,120000,,120000,no,instock,ART-0155-TS-color1.jpg|ART-0155-TS-color1-men.jpg|ART-0155-TS-color1-women.jpg|ART-0155-TS-color2.jpg|ART-0155-TS-color2-men.jpg|ART-0155-TS-color2-women.jpg|ART-0155-TS-color3.jpg|ART-0155-TS-color3-men.jpg|ART-0155-TS-color3-women.jpg|ART-0155-TS-color4.jpg|ART-0155-TS-color4-men.jpg|ART-0155-TS-color4-women.jpg|ART-0155-TS-color5.jpg|ART-0155-TS-color5-men.jpg|ART-0155-TS-color5-women.jpg|ART-0155-TS-color6.jpg|ART-0155-TS-color6-men.jpg|ART-0155-TS-color6-women.jpg|ART-0155-TS-color7.jpg|ART-0155-TS-color7-men.jpg|ART-0155-TS-color7-women.jpg|ART-0155-HD-color8.jpg|ART-0155-HD-color8-men.jpg|ART-0155-HD-color8-women.jpg|ART-0155-HD-color2.jpg|ART-0155-HD-color2-men.jpg|ART-0155-HD-color2-women.jpg|ART-0155-HD-color5.jpg|ART-0155-HD-color5-men.jpg|ART-0155-HD-color5-women.jpg|ART-0155-HD-color9.jpg|ART-0155-HD-color9-men.jpg|ART-0155-HD-color9-women.jpg|ART-0155-HD-color10.jpg|ART-0155-HD-color10-men.jpg|ART-0155-HD-color10-women.jpg,تیشرت|هودی,تیشرت,1|1|1,خانم‌ها|آقایان,آقایان,2|1|1,سفید|مشکی|خاکستری|آبی|زرشکی|زرد|سبز خاکی|ملانژ|نارنجی|سرمه‌ای,سبز خاکی,3|1|1,M|L|XL|2XL|3XL|M|L|XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,تیشرت,8|1|0,4.8,6,6,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس  ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0156-TS,ART-0156-TS,امی واین‌هوس ۲ (Amy Winehouse),publish,product,product,variable,موزیک باز>ژانرهای موسیقی>بلوز و کانتری,#بلوز_کانتری|#امی_واین‌هوس|#Amy_Winehouse,120000,,120000,no,instock,ART-0156-TS-color1.jpg|ART-0156-TS-color1-men.jpg|ART-0156-TS-color1-women.jpg|ART-0156-TS-color2.jpg|ART-0156-TS-color2-men.jpg|ART-0156-TS-color2-women.jpg|ART-0156-TS-color3.jpg|ART-0156-TS-color3-men.jpg|ART-0156-TS-color3-women.jpg|ART-0156-TS-color4.jpg|ART-0156-TS-color4-men.jpg|ART-0156-TS-color4-women.jpg|ART-0156-TS-color5.jpg|ART-0156-TS-color5-men.jpg|ART-0156-TS-color5-women.jpg|ART-0156-TS-color6.jpg|ART-0156-TS-color6-men.jpg|ART-0156-TS-color6-women.jpg|ART-0156-TS-color7.jpg|ART-0156-TS-color7-men.jpg|ART-0156-TS-color7-women.jpg|ART-0156-HD-color8.jpg|ART-0156-HD-color8-men.jpg|ART-0156-HD-color8-women.jpg|ART-0156-HD-color2.jpg|ART-0156-HD-color2-men.jpg|ART-0156-HD-color2-women.jpg|ART-0156-HD-color5.jpg|ART-0156-HD-color5-men.jpg|ART-0156-HD-color5-women.jpg|ART-0156-HD-color9.jpg|ART-0156-HD-color9-men.jpg|ART-0156-HD-color9-women.jpg|ART-0156-HD-color10.jpg|ART-0156-HD-color10-men.jpg|ART-0156-HD-color10-women.jpg,تیشرت|هودی,تیشرت,1|1|1,خانم‌ها|آقایان,آقایان,2|1|1,سفید|مشکی|خاکستری|آبی|زرشکی|زرد|سبز خاکی|ملانژ|نارنجی|سرمه‌ای,سبز خاکی,3|1|1,M|L|XL|2XL|3XL|M|L|XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,تیشرت,8|1|0,4.1,4,4,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس  ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0157-TS,ART-0157-TS,الویس پرسلی ۱ (Elvis Presley),publish,product,product,variable,موزیک باز>ژانرهای موسیقی>بلوز و کانتری,#بلوز_کانتری|#الویس_پرسلی|#Elvis_Presley,120000,,120000,no,instock,ART-0157-TS-color1.jpg|ART-0157-TS-color1-men.jpg|ART-0157-TS-color1-women.jpg|ART-0157-TS-color2.jpg|ART-0157-TS-color2-men.jpg|ART-0157-TS-color2-women.jpg|ART-0157-TS-color3.jpg|ART-0157-TS-color3-men.jpg|ART-0157-TS-color3-women.jpg|ART-0157-TS-color4.jpg|ART-0157-TS-color4-men.jpg|ART-0157-TS-color4-women.jpg|ART-0157-TS-color5.jpg|ART-0157-TS-color5-men.jpg|ART-0157-TS-color5-women.jpg|ART-0157-TS-color6.jpg|ART-0157-TS-color6-men.jpg|ART-0157-TS-color6-women.jpg|ART-0157-TS-color7.jpg|ART-0157-TS-color7-men.jpg|ART-0157-TS-color7-women.jpg|ART-0157-HD-color8.jpg|ART-0157-HD-color8-men.jpg|ART-0157-HD-color8-women.jpg|ART-0157-HD-color2.jpg|ART-0157-HD-color2-men.jpg|ART-0157-HD-color2-women.jpg|ART-0157-HD-color5.jpg|ART-0157-HD-color5-men.jpg|ART-0157-HD-color5-women.jpg|ART-0157-HD-color9.jpg|ART-0157-HD-color9-men.jpg|ART-0157-HD-color9-women.jpg|ART-0157-HD-color10.jpg|ART-0157-HD-color10-men.jpg|ART-0157-HD-color10-women.jpg,تیشرت|هودی,تیشرت,1|1|1,خانم‌ها|آقایان,خانم‌ها,2|1|1,سفید|مشکی|خاکستری|آبی|زرشکی|زرد|سبز خاکی|ملانژ|نارنجی|سرمه‌ای,سبز خاکی,3|1|1,M|L|XL|2XL|3XL|M|L|XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,تیشرت,8|1|0,4.1,3,3,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس  ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
