sku,meta:_sku,post_title,post_status,post_type,Type: product_type,tax:product_type,tax:product_cat,tax:product_tag,regular_price,sale_price,meta:_price,manage_stock,stock_status,images,attribute:pa_style,attribute_default:pa_style,attribute_data:pa_style,attribute:pa_sex,attribute_default:pa_sex,attribute_data:pa_sex,attribute:pa_color,attribute_default:pa_color,attribute_data:pa_color,attribute:pa_size,attribute_default:pa_size,attribute_data:pa_size,attribute:pa_material,attribute_data:pa_material,attribute:pa_print,attribute_data:pa_print,attribute:pa_wash,attribute_data:pa_wash,attribute:pa_default_style,attribute_data:pa_default_style,meta:_wc_average_rating,meta:_wc_rating_count,meta:_wc_review_count,meta:_stock_status,post_content,post_excerpt
ART-0380-HD,ART-0380-HD,این زندگی توست,publish,product,product,variable,سریال و فیلم باز>فیلم,#David_Fincher|#Fight_club,120000,,120000,no,instock,ART-0380-TS-color1.jpg|ART-0380-TS-color1-men.jpg|ART-0380-TS-color1-women.jpg|ART-0380-TS-color2.jpg|ART-0380-TS-color2-men.jpg|ART-0380-TS-color2-women.jpg|ART-0380-TS-color3.jpg|ART-0380-TS-color3-men.jpg|ART-0380-TS-color3-women.jpg|ART-0380-TS-color4.jpg|ART-0380-TS-color4-men.jpg|ART-0380-TS-color4-women.jpg|ART-0380-TS-color5.jpg|ART-0380-TS-color5-men.jpg|ART-0380-TS-color5-women.jpg|ART-0380-TS-color6.jpg|ART-0380-TS-color6-men.jpg|ART-0380-TS-color6-women.jpg|ART-0380-TS-color7.jpg|ART-0380-TS-color7-men.jpg|ART-0380-TS-color7-women.jpg|ART-0380-HD-color8.jpg|ART-0380-HD-color8-men.jpg|ART-0380-HD-color8-women.jpg|ART-0380-HD-color2.jpg|ART-0380-HD-color2-men.jpg|ART-0380-HD-color2-women.jpg|ART-0380-HD-color5.jpg|ART-0380-HD-color5-men.jpg|ART-0380-HD-color5-women.jpg|ART-0380-HD-color9.jpg|ART-0380-HD-color9-men.jpg|ART-0380-HD-color9-women.jpg|ART-0380-HD-color10.jpg|ART-0380-HD-color10-men.jpg|ART-0380-HD-color10-women.jpg,تیشرت|هودی,هودی,1|1|1,خانم‌ها|آقایان,آقایان,2|1|1,|ملانژ|مشکی|زرشکی|نارنجی|سرمه‌ایسفید|خاکستری|آبی|زرد|سبز خاکی,ملانژ,3|1|1,M|L|XL|2XL|3XL|M|L|XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,هودی,8|1|0,5.0,2,2,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0441-HD,ART-0441-HD,هیچوقت فراموشت نمیکنم,publish,product,product,variable,ایده و احساس>نوستالژی,#فان,120000,,120000,no,instock,ART-0441-TS-color1.jpg|ART-0441-TS-color1-men.jpg|ART-0441-TS-color1-women.jpg|ART-0441-TS-color2.jpg|ART-0441-TS-color2-men.jpg|ART-0441-TS-color2-women.jpg|ART-0441-TS-color3.jpg|ART-0441-TS-color3-men.jpg|ART-0441-TS-color3-women.jpg|ART-0441-TS-color4.jpg|ART-0441-TS-color4-men.jpg|ART-0441-TS-color4-women.jpg|ART-0441-TS-color5.jpg|ART-0441-TS-color5-men.jpg|ART-0441-TS-color5-women.jpg|ART-0441-TS-color6.jpg|ART-0441-TS-color6-men.jpg|ART-0441-TS-color6-women.jpg|ART-0441-TS-color7.jpg|ART-0441-TS-color7-men.jpg|ART-0441-TS-color7-women.jpg|ART-0441-HD-color8.jpg|ART-0441-HD-color8-men.jpg|ART-0441-HD-color8-women.jpg|ART-0441-HD-color2.jpg|ART-0441-HD-color2-men.jpg|ART-0441-HD-color2-women.jpg|ART-0441-HD-color5.jpg|ART-0441-HD-color5-men.jpg|ART-0441-HD-color5-women.jpg|ART-0441-HD-color9.jpg|ART-0441-HD-color9-men.jpg|ART-0441-HD-color9-women.jpg|ART-0441-HD-color10.jpg|ART-0441-HD-color10-men.jpg|ART-0441-HD-color10-women.jpg,تیشرت|هودی,هودی,1|1|1,خانم‌ها|آقایان,خانم‌ها,2|1|1,|ملانژ|مشکی|زرشکی|نارنجی|سرمه‌ایسفید|خاکستری|آبی|زرد|سبز خاکی,زرشکی,3|1|1,M|L|XL|2XL|3XL|M|L|XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,هودی,8|1|0,4.1,5,5,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0442-HD,ART-0442-HD,گربه خواب آلود,publish,product,product,variable,حیوانات جذاب>گربه,#خواب,120000,,120000,no,instock,ART-0442-TS-color1.jpg|ART-0442-TS-color1-men.jpg|ART-0442-TS-color1-women.jpg|ART-0442-TS-color2.jpg|ART-0442-TS-color2-men.jpg|ART-0442-TS-color2-women.jpg|ART-0442-TS-color3.jpg|ART-0442-TS-color3-men.jpg|ART-0442-TS-color3-women.jpg|ART-0442-TS-color4.jpg|ART-0442-TS-color4-men.jpg|ART-0442-TS-color4-women.jpg|ART-0442-TS-color5.jpg|ART-0442-TS-color5-men.jpg|ART-0442-TS-color5-women.jpg|ART-0442-TS-color6.jpg|ART-0442-TS-color6-men.jpg|ART-0442-TS-color6-women.jpg|ART-0442-TS-color7.jpg|ART-0442-TS-color7-men.jpg|ART-0442-TS-color7-women.jpg|ART-0442-HD-color8.jpg|ART-0442-HD-color8-men.jpg|ART-0442-HD-color8-women.jpg|ART-0442-HD-color2.jpg|ART-0442-HD-color2-men.jpg|ART-0442-HD-color2-women.jpg|ART-0442-HD-color5.jpg|ART-0442-HD-color5-men.jpg|ART-0442-HD-color5-women.jpg|ART-0442-HD-color9.jpg|ART-0442-HD-color9-men.jpg|ART-0442-HD-color9-women.jpg|ART-0442-HD-color10.jpg|ART-0442-HD-color10-men.jpg|ART-0442-HD-color10-women.jpg,تیشرت|هودی,هودی,1|1|1,خانم‌ها|آقایان,خانم‌ها,2|1|1,|ملانژ|مشکی|زرشکی|نارنجی|سرمه‌ایسفید|خاکستری|آبی|زرد|سبز خاکی,زرشکی,3|1|1,M|L|XL|2XL|3XL|M|L|XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,هودی,8|1|0,4.6,5,5,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0443-HD,ART-0443-HD,آخ جون دریا,publish,product,product,variable,تفریح و فان>فان,#موز|#فان,120000,,120000,no,instock,ART-0443-TS-color1.jpg|ART-0443-TS-color1-men.jpg|ART-0443-TS-color1-women.jpg|ART-0443-TS-color2.jpg|ART-0443-TS-color2-men.jpg|ART-0443-TS-color2-women.jpg|ART-0443-TS-color3.jpg|ART-0443-TS-color3-men.jpg|ART-0443-TS-color3-women.jpg|ART-0443-TS-color4.jpg|ART-0443-TS-color4-men.jpg|ART-0443-TS-color4-women.jpg|ART-0443-TS-color5.jpg|ART-0443-TS-color5-men.jpg|ART-0443-TS-color5-women.jpg|ART-0443-TS-color6.jpg|ART-0443-TS-color6-men.jpg|ART-0443-TS-color6-women.jpg|ART-0443-TS-color7.jpg|ART-0443-TS-color7-men.jpg|ART-0443-TS-color7-women.jpg|ART-0443-HD-color8.jpg|ART-0443-HD-color8-men.jpg|ART-0443-HD-color8-women.jpg|ART-0443-HD-color2.jpg|ART-0443-HD-color2-men.jpg|ART-0443-HD-color2-women.jpg|ART-0443-HD-color5.jpg|ART-0443-HD-color5-men.jpg|ART-0443-HD-color5-women.jpg|ART-0443-HD-color9.jpg|ART-0443-HD-color9-men.jpg|ART-0443-HD-color9-women.jpg|ART-0443-HD-color10.jpg|ART-0443-HD-color10-men.jpg|ART-0443-HD-color10-women.jpg,تیشرت|هودی,هودی,1|1|1,خانم‌ها|آقایان,خانم‌ها,2|1|1,|ملانژ|مشکی|زرشکی|نارنجی|سرمه‌ایسفید|خاکستری|آبی|زرد|سبز خاکی,مشکی,3|1|1,M|L|XL|2XL|3XL|M|L|XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,هودی,8|1|0,4.9,2,2,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0446-HD,ART-0446-HD,فیل در اتاق یا اتاق در فیل,publish,product,product,variable,تفریح و فان>فان,#فیل|#فان,120000,,120000,no,instock,ART-0446-TS-color1.jpg|ART-0446-TS-color1-men.jpg|ART-0446-TS-color1-women.jpg|ART-0446-TS-color2.jpg|ART-0446-TS-color2-men.jpg|ART-0446-TS-color2-women.jpg|ART-0446-TS-color3.jpg|ART-0446-TS-color3-men.jpg|ART-0446-TS-color3-women.jpg|ART-0446-TS-color4.jpg|ART-0446-TS-color4-men.jpg|ART-0446-TS-color4-women.jpg|ART-0446-TS-color5.jpg|ART-0446-TS-color5-men.jpg|ART-0446-TS-color5-women.jpg|ART-0446-TS-color6.jpg|ART-0446-TS-color6-men.jpg|ART-0446-TS-color6-women.jpg|ART-0446-TS-color7.jpg|ART-0446-TS-color7-men.jpg|ART-0446-TS-color7-women.jpg|ART-0446-HD-color8.jpg|ART-0446-HD-color8-men.jpg|ART-0446-HD-color8-women.jpg|ART-0446-HD-color2.jpg|ART-0446-HD-color2-men.jpg|ART-0446-HD-color2-women.jpg|ART-0446-HD-color5.jpg|ART-0446-HD-color5-men.jpg|ART-0446-HD-color5-women.jpg|ART-0446-HD-color9.jpg|ART-0446-HD-color9-men.jpg|ART-0446-HD-color9-women.jpg|ART-0446-HD-color10.jpg|ART-0446-HD-color10-men.jpg|ART-0446-HD-color10-women.jpg,تیشرت|هودی,هودی,1|1|1,خانم‌ها|آقایان,آقایان,2|1|1,|ملانژ|مشکی|زرشکی|نارنجی|سرمه‌ایسفید|خاکستری|آبی|زرد|سبز خاکی,ملانژ,3|1|1,M|L|XL|2XL|3XL|M|L|XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,هودی,8|1|0,4.1,4,4,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0447-HD,ART-0447-HD,غروب عمودی,publish,product,product,variable,طبیعت گردی>پاییز,#غروب|#کوه|#جنگل,120000,,120000,no,instock,ART-0447-TS-color1.jpg|ART-0447-TS-color1-men.jpg|ART-0447-TS-color1-women.jpg|ART-0447-TS-color2.jpg|ART-0447-TS-color2-men.jpg|ART-0447-TS-color2-women.jpg|ART-0447-TS-color3.jpg|ART-0447-TS-color3-men.jpg|ART-0447-TS-color3-women.jpg|ART-0447-TS-color4.jpg|ART-0447-TS-color4-men.jpg|ART-0447-TS-color4-women.jpg|ART-0447-TS-color5.jpg|ART-0447-TS-color5-men.jpg|ART-0447-TS-color5-women.jpg|ART-0447-TS-color6.jpg|ART-0447-TS-color6-men.jpg|ART-0447-TS-color6-women.jpg|ART-0447-TS-color7.jpg|ART-0447-TS-color7-men.jpg|ART-0447-TS-color7-women.jpg|ART-0447-HD-color8.jpg|ART-0447-HD-color8-men.jpg|ART-0447-HD-color8-women.jpg|ART-0447-HD-color2.jpg|ART-0447-HD-color2-men.jpg|ART-0447-HD-color2-women.jpg|ART-0447-HD-color5.jpg|ART-0447-HD-color5-men.jpg|ART-0447-HD-color5-women.jpg|ART-0447-HD-color9.jpg|ART-0447-HD-color9-men.jpg|ART-0447-HD-color9-women.jpg|ART-0447-HD-color10.jpg|ART-0447-HD-color10-men.jpg|ART-0447-HD-color10-women.jpg,تیشرت|هودی,هودی,1|1|1,خانم‌ها|آقایان,خانم‌ها,2|1|1,|ملانژ|مشکی|زرشکی|نارنجی|سرمه‌ایسفید|خاکستری|آبی|زرد|سبز خاکی,سرمه‌ای,3|1|1,M|L|XL|2XL|3XL|M|L|XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,هودی,8|1|0,4.3,10,10,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0448-HD,ART-0448-HD,آغوش سوشی,publish,product,product,variable,شکم باز>غذا و تنقلات,#سوشی|#آغوش,120000,,120000,no,instock,ART-0448-TS-color1.jpg|ART-0448-TS-color1-men.jpg|ART-0448-TS-color1-women.jpg|ART-0448-TS-color2.jpg|ART-0448-TS-color2-men.jpg|ART-0448-TS-color2-women.jpg|ART-0448-TS-color3.jpg|ART-0448-TS-color3-men.jpg|ART-0448-TS-color3-women.jpg|ART-0448-TS-color4.jpg|ART-0448-TS-color4-men.jpg|ART-0448-TS-color4-women.jpg|ART-0448-TS-color5.jpg|ART-0448-TS-color5-men.jpg|ART-0448-TS-color5-women.jpg|ART-0448-TS-color6.jpg|ART-0448-TS-color6-men.jpg|ART-0448-TS-color6-women.jpg|ART-0448-TS-color7.jpg|ART-0448-TS-color7-men.jpg|ART-0448-TS-color7-women.jpg|ART-0448-HD-color8.jpg|ART-0448-HD-color8-men.jpg|ART-0448-HD-color8-women.jpg|ART-0448-HD-color2.jpg|ART-0448-HD-color2-men.jpg|ART-0448-HD-color2-women.jpg|ART-0448-HD-color5.jpg|ART-0448-HD-color5-men.jpg|ART-0448-HD-color5-women.jpg|ART-0448-HD-color9.jpg|ART-0448-HD-color9-men.jpg|ART-0448-HD-color9-women.jpg|ART-0448-HD-color10.jpg|ART-0448-HD-color10-men.jpg|ART-0448-HD-color10-women.jpg,تیشرت|هودی,هودی,1|1|1,خانم‌ها|آقایان,خانم‌ها,2|1|1,|ملانژ|مشکی|زرشکی|نارنجی|سرمه‌ایسفید|خاکستری|آبی|زرد|سبز خاکی,ملانژ,3|1|1,M|L|XL|2XL|3XL|M|L|XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,هودی,8|1|0,4.5,5,5,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0450-HD,ART-0450-HD,انرژی مثبت رو پخش کن!,publish,product,product,variable,ایده و احساس>انگیزه,#انرژی_مثبت|#good_vibes,120000,,120000,no,instock,ART-0450-TS-color1.jpg|ART-0450-TS-color1-men.jpg|ART-0450-TS-color1-women.jpg|ART-0450-TS-color2.jpg|ART-0450-TS-color2-men.jpg|ART-0450-TS-color2-women.jpg|ART-0450-TS-color3.jpg|ART-0450-TS-color3-men.jpg|ART-0450-TS-color3-women.jpg|ART-0450-TS-color4.jpg|ART-0450-TS-color4-men.jpg|ART-0450-TS-color4-women.jpg|ART-0450-TS-color5.jpg|ART-0450-TS-color5-men.jpg|ART-0450-TS-color5-women.jpg|ART-0450-TS-color6.jpg|ART-0450-TS-color6-men.jpg|ART-0450-TS-color6-women.jpg|ART-0450-TS-color7.jpg|ART-0450-TS-color7-men.jpg|ART-0450-TS-color7-women.jpg|ART-0450-HD-color8.jpg|ART-0450-HD-color8-men.jpg|ART-0450-HD-color8-women.jpg|ART-0450-HD-color2.jpg|ART-0450-HD-color2-men.jpg|ART-0450-HD-color2-women.jpg|ART-0450-HD-color5.jpg|ART-0450-HD-color5-men.jpg|ART-0450-HD-color5-women.jpg|ART-0450-HD-color9.jpg|ART-0450-HD-color9-men.jpg|ART-0450-HD-color9-women.jpg|ART-0450-HD-color10.jpg|ART-0450-HD-color10-men.jpg|ART-0450-HD-color10-women.jpg,تیشرت|هودی,هودی,1|1|1,خانم‌ها|آقایان,آقایان,2|1|1,|ملانژ|مشکی|زرشکی|نارنجی|سرمه‌ایسفید|خاکستری|آبی|زرد|سبز خاکی,مشکی,3|1|1,M|L|XL|2XL|3XL|M|L|XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,هودی,8|1|0,4.8,10,10,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0452-HD,ART-0452-HD,دلیل اصلی انقراض دایناسورها,publish,product,product,variable,تفریح و فان>فان,#دایناسور|#فان,120000,,120000,no,instock,ART-0452-TS-color1.jpg|ART-0452-TS-color1-men.jpg|ART-0452-TS-color1-women.jpg|ART-0452-TS-color2.jpg|ART-0452-TS-color2-men.jpg|ART-0452-TS-color2-women.jpg|ART-0452-TS-color3.jpg|ART-0452-TS-color3-men.jpg|ART-0452-TS-color3-women.jpg|ART-0452-TS-color4.jpg|ART-0452-TS-color4-men.jpg|ART-0452-TS-color4-women.jpg|ART-0452-TS-color5.jpg|ART-0452-TS-color5-men.jpg|ART-0452-TS-color5-women.jpg|ART-0452-TS-color6.jpg|ART-0452-TS-color6-men.jpg|ART-0452-TS-color6-women.jpg|ART-0452-TS-color7.jpg|ART-0452-TS-color7-men.jpg|ART-0452-TS-color7-women.jpg|ART-0452-HD-color8.jpg|ART-0452-HD-color8-men.jpg|ART-0452-HD-color8-women.jpg|ART-0452-HD-color2.jpg|ART-0452-HD-color2-men.jpg|ART-0452-HD-color2-women.jpg|ART-0452-HD-color5.jpg|ART-0452-HD-color5-men.jpg|ART-0452-HD-color5-women.jpg|ART-0452-HD-color9.jpg|ART-0452-HD-color9-men.jpg|ART-0452-HD-color9-women.jpg|ART-0452-HD-color10.jpg|ART-0452-HD-color10-men.jpg|ART-0452-HD-color10-women.jpg,تیشرت|هودی,هودی,1|1|1,خانم‌ها|آقایان,آقایان,2|1|1,|ملانژ|مشکی|زرشکی|نارنجی|سرمه‌ایسفید|خاکستری|آبی|زرد|سبز خاکی,زرشکی,3|1|1,M|L|XL|2XL|3XL|M|L|XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,هودی,8|1|0,4.4,9,9,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0453-HD,ART-0453-HD,هندسه رنگ‌ها,publish,product,product,variable,انتزاعی و سورئال>غیره,#هندسه,120000,,120000,no,instock,ART-0453-TS-color1.jpg|ART-0453-TS-color1-men.jpg|ART-0453-TS-color1-women.jpg|ART-0453-TS-color2.jpg|ART-0453-TS-color2-men.jpg|ART-0453-TS-color2-women.jpg|ART-0453-TS-color3.jpg|ART-0453-TS-color3-men.jpg|ART-0453-TS-color3-women.jpg|ART-0453-TS-color4.jpg|ART-0453-TS-color4-men.jpg|ART-0453-TS-color4-women.jpg|ART-0453-TS-color5.jpg|ART-0453-TS-color5-men.jpg|ART-0453-TS-color5-women.jpg|ART-0453-TS-color6.jpg|ART-0453-TS-color6-men.jpg|ART-0453-TS-color6-women.jpg|ART-0453-TS-color7.jpg|ART-0453-TS-color7-men.jpg|ART-0453-TS-color7-women.jpg|ART-0453-HD-color8.jpg|ART-0453-HD-color8-men.jpg|ART-0453-HD-color8-women.jpg|ART-0453-HD-color2.jpg|ART-0453-HD-color2-men.jpg|ART-0453-HD-color2-women.jpg|ART-0453-HD-color5.jpg|ART-0453-HD-color5-men.jpg|ART-0453-HD-color5-women.jpg|ART-0453-HD-color9.jpg|ART-0453-HD-color9-men.jpg|ART-0453-HD-color9-women.jpg|ART-0453-HD-color10.jpg|ART-0453-HD-color10-men.jpg|ART-0453-HD-color10-women.jpg,تیشرت|هودی,هودی,1|1|1,خانم‌ها|آقایان,آقایان,2|1|1,|ملانژ|مشکی|زرشکی|نارنجی|سرمه‌ایسفید|خاکستری|آبی|زرد|سبز خاکی,مشکی,3|1|1,M|L|XL|2XL|3XL|M|L|XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,هودی,8|1|0,5.0,8,8,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0454-HD,ART-0454-HD,هندسه قرون وسطی,publish,product,product,variable,انتزاعی و سورئال>غیره,#هندسه,120000,,120000,no,instock,ART-0454-TS-color1.jpg|ART-0454-TS-color1-men.jpg|ART-0454-TS-color1-women.jpg|ART-0454-TS-color2.jpg|ART-0454-TS-color2-men.jpg|ART-0454-TS-color2-women.jpg|ART-0454-TS-color3.jpg|ART-0454-TS-color3-men.jpg|ART-0454-TS-color3-women.jpg|ART-0454-TS-color4.jpg|ART-0454-TS-color4-men.jpg|ART-0454-TS-color4-women.jpg|ART-0454-TS-color5.jpg|ART-0454-TS-color5-men.jpg|ART-0454-TS-color5-women.jpg|ART-0454-TS-color6.jpg|ART-0454-TS-color6-men.jpg|ART-0454-TS-color6-women.jpg|ART-0454-TS-color7.jpg|ART-0454-TS-color7-men.jpg|ART-0454-TS-color7-women.jpg|ART-0454-HD-color8.jpg|ART-0454-HD-color8-men.jpg|ART-0454-HD-color8-women.jpg|ART-0454-HD-color2.jpg|ART-0454-HD-color2-men.jpg|ART-0454-HD-color2-women.jpg|ART-0454-HD-color5.jpg|ART-0454-HD-color5-men.jpg|ART-0454-HD-color5-women.jpg|ART-0454-HD-color9.jpg|ART-0454-HD-color9-men.jpg|ART-0454-HD-color9-women.jpg|ART-0454-HD-color10.jpg|ART-0454-HD-color10-men.jpg|ART-0454-HD-color10-women.jpg,تیشرت|هودی,هودی,1|1|1,خانم‌ها|آقایان,خانم‌ها,2|1|1,|ملانژ|مشکی|زرشکی|نارنجی|سرمه‌ایسفید|خاکستری|آبی|زرد|سبز خاکی,مشکی,3|1|1,M|L|XL|2XL|3XL|M|L|XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,هودی,8|1|0,4.4,3,3,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
